x,y,full_quantum,hybrid_quantum,classical_spline
-1.0,0.11920292202211757,0.12103072956898178,0.012929999999999886,0.1192
-0.91,0.13943387296165005,0.15780476466190746,0.16764809999999986,0.1395832
-0.9,0.14185106490048782,0.08838834764831845,0.10528099999999996,0.14185099999999998
-0.81,0.16520487019061458,0.16461958988832404,0.18423889999999987,0.16536889999999999
-0.8,0.16798161486607555,0.1316585902058806,0.14869999999999994,0.16798800000000003
-0.7100000000000001,0.19466158359157787,0.1781524101717403,0.20629099999999995,0.1948386
-0.7000000000000001,0.19781611144141825,0.1781524101717403,0.18639799999999995,0.19781699999999997
-0.6100000000000001,0.2279364505732162,0.2619227283475033,0.23532739999999996,0.22811009999999995
-0.6000000000000001,0.23147521650098235,0.25911131174651564,0.22454000000000002,0.23147399999999999
-0.5100000000000001,0.26502740053348117,0.34410493039914436,0.269729,0.26519339999999997
-0.5000000000000001,0.2689414213699951,0.3255104164999947,0.2650299999999999,0.26893999999999996
-0.4100000000000001,0.30576365989196946,0.4186800314679457,0.3085377999999999,0.30591559999999995
-0.40000000000000013,0.3100255188723875,0.43498159084609545,0.30833399999999994,0.31002799999999997
-0.3100000000000001,0.3497814514261729,0.48938936760518204,0.3510696,0.34991419999999995
-0.30000000000000016,0.3543436937742045,0.4973072019637359,0.35429599999999994,0.35434299999999996
-0.21000000000000013,0.39651675013527365,0.5537514108334172,0.39665719999999993,0.39661509999999994
-0.20000000000000018,0.4013123398875479,0.5706869489921773,0.40235999999999994,0.40131199999999995
-0.11000000000000017,0.44522076489278517,0.6421475808760787,0.44454749999999993,0.4452805999999999
-0.1000000000000002,0.450166002687522,0.6586637158861872,0.45165899999999987,0.4501659999999999
-0.01000000000000019,0.4950001666600002,0.71602745233685,0.4939508999999999,0.4950165999999999
-2.220446049250313e-16,0.4999999999999999,0.71602745233685,0.5011699999999999,0.4999999999999999
0.08999999999999979,0.5448788923735799,0.7999328585106378,0.5440108999999999,0.5448505999999999
0.09999999999999964,0.5498339973124777,0.7860788267565791,0.5499939999999998,0.5498339999999998
0.18999999999999967,0.5938731029341425,0.8417221000722269,0.5936835999999998,0.5938025999999998
0.19999999999999973,0.5986876601124519,0.8393985011602058,0.5974519999999999,0.5986879999999999
0.28999999999999976,0.641067406334817,0.8777857440742587,0.6418678999999999,0.6409600999999999
0.2999999999999998,0.6456563062257954,0.882224638343319,0.642859,0.645654
0.38999999999999985,0.6856801139382538,0.9169625469450756,0.6876096999999999,0.6855401999999999
0.3999999999999997,0.6899744811276123,0.9212126858114797,0.6855599999999998,0.6899759999999999
0.4899999999999997,0.7271082163411294,0.941916679568846,0.7302269999999998,0.7269515999999998
0.49999999999999956,0.7310585786300047,0.943987966687076,0.7250549999999998,0.7310599999999998
0.5899999999999995,0.7649478037637645,0.9677414104501264,0.7692854999999997,0.7647793999999999
0.5999999999999996,0.7685247834990175,0.9667317686411262,0.7609899999999998,0.7685239999999999
0.6899999999999996,0.7989910002494705,0.981643034343442,0.8044914999999998,0.7988171
0.6999999999999997,0.8021838885585817,0.9827615745947742,0.7932229999999998,0.8021779999999998
0.7899999999999997,0.8292045179776254,0.9910488052437175,0.8358280999999999,0.8290285999999999
0.7999999999999996,0.8320183851339243,0.9919106405064924,0.8216899999999998,0.8320179999999999
0.8899999999999996,0.8556968659094812,0.9978003150681002,0.8634094999999997,0.8555358999999999
0.8999999999999995,0.8581489350995121,0.9978003150681002,0.8466129999999998,0.8581519999999999
0.9899999999999994,0.8786811621082631,0.9997558295653994,0.8873532999999998,0.8785351999999998
