x,y,quantum_beta,classical_beta
-1.0,0.21460183660255172,0.14986000000000033,0.2146
-0.95,0.24023724512422917,-0.07916649999999947,0.24089150000000004
-0.9,0.26718489821349345,0.1852339999999999,0.267184
-0.85,0.2955059357577823,0.281606,0.296221
-0.8,0.32525905777644726,0.2872380000000001,0.32526
-0.75,0.35649889120671563,0.35267250000000006,0.3572675
-0.7000000000000001,0.3892740356107913,0.36786699999999994,0.3892779999999999
-0.65,0.42362477940881627,0.42238149999999997,0.42443099999999995
-0.6000000000000001,0.4595804997294157,0.4467399999999999,0.45957799999999993
-0.55,0.4971567890721391,0.49692249999999993,0.49796399999999996
-0.5000000000000001,0.5363523909991939,0.5290699999999999,0.5363549999999999
-0.4500000000000001,0.5771460738670592,0.577395,0.5779254999999999
-0.40000000000000013,0.619493622887635,0.6163299999999998,0.6194899999999999
-0.35000000000000014,0.6633251806132727,0.6638124999999999,0.6640149999999998
-0.30000000000000016,0.7085432055221328,0.7085029999999999,0.7085469999999998
-0.25000000000000017,0.7550213368731357,0.7555724999999999,0.7555774999999998
-0.20000000000000018,0.8026044401501191,0.8046999999999997,0.8026059999999998
-0.1500000000000002,0.8511100523905025,0.8515749999999997,0.8514694999999998
-0.1000000000000002,0.9003313475088378,0.9033169999999998,0.9003309999999998
-0.0500000000000002,0.9500416042780571,0.9503084999999998,0.9501654999999998
-2.220446049250313e-16,0.9999999999999998,1.0023399999999998,0.9999999999999998
0.04999999999999978,1.0499583957219425,1.0499414999999999,1.0498344999999998
0.09999999999999964,1.0996686524911616,1.0999989999999997,1.0996669999999997
0.14999999999999963,1.148889947609497,1.1485434999999997,1.1485304999999997
0.19999999999999962,1.1973955598498804,1.1970879999999995,1.1973939999999996
0.19999999999999973,1.1973955598498804,1.1949839999999998,1.1973919999999996
0.24999999999999972,1.2449786631268638,1.2443399999999998,1.2444224999999995
0.2999999999999997,1.2914567944778668,1.2936959999999997,1.2914529999999997
0.2999999999999998,1.291456794477867,1.2860569999999998,1.2914599999999998
0.3499999999999998,1.336674819386727,1.3357964999999998,1.335985
0.3999999999999997,1.3805063771123647,1.3721479999999997,1.3805039999999997
0.4499999999999997,1.4228539261329405,1.4218214999999996,1.4220745
0.49999999999999956,1.4636476090008057,1.4524799999999995,1.4636499999999997
0.5499999999999996,1.5028432109278604,1.5017159999999996,1.5020359999999997
0.5999999999999996,1.540419500270584,1.5509519999999997,1.5404219999999997
0.5999999999999996,1.540419500270584,1.5267099999999996,1.5404159999999996
0.6499999999999997,1.5763752205911836,1.5752149999999996,1.5755689999999998
0.6999999999999997,1.6107259643892085,1.6237199999999996,1.6107219999999998
0.6999999999999997,1.6107259643892085,1.5947369999999998,1.6107249999999997
0.7499999999999998,1.6435011087932843,1.6423574999999997,1.6427324999999997
0.7999999999999996,1.6747409422235524,1.6566099999999997,1.6747419999999997
0.8499999999999996,1.7044940642422175,1.7033824999999996,1.703779
0.8999999999999995,1.7328151017865063,1.7128579999999995,1.7328169999999998
0.9499999999999995,1.7597627548757706,1.7587039999999994,1.7591085
0.9999999999999996,1.785398163397448,1.8045499999999994,1.7853999999999999
