Fidelity,x
0.964272634463788,-0.95
0.9807754588812981,-0.85
0.9937919500326625,-0.75
0.9999788229257212,-0.65
0.9957313354108815,-0.55
0.9842205299681371,-0.45000000000000007
0.9680745060773399,-0.3500000000000001
0.9490712563097936,-0.2500000000000001
0.9291287177007332,-0.15000000000000013
0.912069053024387,-0.050000000000000155
0.906980311974353,0.04999999999999982
0.925309485559313,0.1499999999999997
0.9653237226889605,0.24999999999999978
0.9983085408044762,0.34999999999999987
0.9802203926106284,0.44999999999999973
0.900160886044668,0.5499999999999996
0.7961842385364156,0.6499999999999997
0.7049382538932248,0.7499999999999998
0.6344068429989715,0.8499999999999996
0.5853870175247797,0.9499999999999995
