Fidelity,x
0.9663409319031937,-0.95
0.9766663999839895,-0.85
0.9849340982665207,-0.75
0.9912387136273275,-0.65
0.9953776462732079,-0.55
0.9980303757306261,-0.45000000000000007
0.9995289949003578,-0.3500000000000001
0.9999998987809143,-0.2500000000000001
0.9996826824544236,-0.15000000000000013
0.9992161399677532,-0.050000000000000155
0.9994203193491717,0.04999999999999982
0.9999858837524751,0.1499999999999997
0.9991040057198027,0.24999999999999978
0.9946243052558797,0.34999999999999987
0.984649753509278,0.44999999999999973
0.9679545788816545,0.5499999999999996
0.9446207864015432,0.6499999999999997
0.9154478465337408,0.7499999999999998
0.8806640039201424,0.8499999999999996
0.8439122339375741,0.9499999999999995
