Fidelity,x
0.9261526800932964,-0.95
0.9383238953755909,-0.85
0.9496827976216402,-0.75
0.9592799707863492,-0.65
0.9684755120542081,-0.55
0.9777219119173576,-0.45000000000000007
0.9864590619088048,-0.3500000000000001
0.9938261151762164,-0.2500000000000001
0.99866021402403,-0.15000000000000013
0.9999532981734437,-0.050000000000000155
0.8137062362656975,0.04999999999999982
0.7969596689054325,0.1499999999999997
0.7908710325809505,0.24999999999999978
0.7903439439807606,0.34999999999999987
0.7917531740518886,0.44999999999999973
0.7935592441521173,0.5499999999999996
0.7954623056113751,0.6499999999999997
0.7975402460908687,0.7499999999999998
0.7991181496266858,0.8499999999999996
0.8005548020621411,0.9499999999999995
